instructor_user_id,charge_amount,charge_application_fee,event_complete_timestamp,credit_amount,credit_application_fee,product_kind,created_at
2183,32,3.84,NULL,0,0,5,1619809426
2183,32,3.84,NULL,0,0,5,1619809427
2183,30,3.6,NULL,0,0,5,1619809431
2183,30,3.6,NULL,0,0,5,1619809433
2183,32,3.84,NULL,0,0,5,1619809434
2183,32,3.84,NULL,0,0,5,1619809436
1276,20,2.4,NULL,0,0,5,1619809438
2183,30.61,3.67,NULL,1.39,0.17,5,1619809439
2183,32,3.84,NULL,0,0,5,1619809441
2183,56,6.72,NULL,0,0,5,1619809444
2183,56,6.72,NULL,0,0,5,1619809446
2183,56,6.72,NULL,0,0,5,1619809449
2183,56,6.72,NULL,0,0,5,1619809452
2183,30,3.6,NULL,0,0,5,1619809453
2183,30,3.6,NULL,0,0,5,1619809455
2183,56,6.72,NULL,0,0,5,1619809456
2183,56,6.72,NULL,0,0,5,1619809458
2183,32,3.84,NULL,0,0,5,1619809459
2183,56,6.72,NULL,0,0,5,1619809462
2183,56,6.72,NULL,0,0,5,1619809464
2183,32,3.84,NULL,0,0,5,1619809467
2183,56,6.72,NULL,0,0,5,1619809468
2183,56,6.72,NULL,0,0,5,1619809473
2183,56,6.72,NULL,0,0,5,1619809475
2183,56,6.72,NULL,0,0,5,1619809477
2183,32,3.84,NULL,0,0,5,1619809479
2183,56,6.72,NULL,0,0,5,1619809481
2183,32,3.84,NULL,0,0,5,1619809483
2183,32,3.84,NULL,0,0,5,1619809484
2183,32,3.84,NULL,0,0,5,1619809486
2183,30,3.6,NULL,0,0,5,1619809487
2183,32,3.84,NULL,0,0,5,1619809489
2183,32,3.84,NULL,0,0,5,1619809494
2183,32,3.84,NULL,0,0,5,1619809495
2183,32,3.84,NULL,0,0,5,1619809499
2183,32,3.84,NULL,0,0,5,1619809499
2183,32,3.84,NULL,0,0,5,1619809501
2183,30,3.6,NULL,0,0,5,1619809505
2183,55,6.6,NULL,0,0,5,1619809508
2183,32,3.84,NULL,0,0,5,1619809510
2183,43,5.16,NULL,0,0,5,1619809511
2183,32,3.84,NULL,0,0,5,1619809513
2691,50,6,NULL,0,0,5,1619809518
2183,32,3.84,NULL,0,0,5,1619809520
2183,32,3.84,NULL,0,0,5,1619809522
2183,32,3.84,NULL,0,0,5,1619809524
2183,32,3.84,NULL,0,0,5,1619809526
2183,32,3.84,NULL,0,0,5,1619809527
2183,32,3.84,NULL,0,0,5,1619809530
2183,32,3.84,NULL,0,0,5,1619809532
2183,32,3.84,NULL,0,0,5,1619809535
2183,43,5.16,NULL,0,0,5,1619809539
2183,43,5.16,NULL,0,0,5,1619809542
2183,43,5.16,NULL,0,0,5,1619809543
2183,66,7.92,NULL,0,0,5,1619809545
2183,55,6.6,NULL,0,0,5,1619809546
2183,77,9.24,NULL,0,0,5,1619809548
2183,32,3.84,NULL,0,0,5,1619809550
2183,33,3.96,NULL,0,0,5,1619809552
2183,32,3.84,NULL,0,0,5,1619809553
2183,32,3.84,NULL,0,0,5,1619809554
2183,32,3.84,NULL,0,0,5,1619809556
2183,32,3.84,NULL,0,0,5,1619809559
2183,32,3.84,NULL,0,0,5,1619809561
2183,32,3.84,NULL,0,0,5,1619809562
2183,32,3.84,NULL,0,0,5,1619809565
2183,33,3.96,NULL,0,0,5,1619809566
2183,32,3.84,NULL,0,0,5,1619809568
2183,55,6.6,NULL,0,0,5,1619809571
2183,32,3.84,NULL,0,0,5,1619809572
2183,32,3.84,NULL,0,0,5,1619809573
2183,32,3.84,NULL,0,0,5,1619809575
2183,32,3.84,NULL,0,0,5,1619809579
2183,32,3.84,NULL,0,0,5,1619809580
2183,32,3.84,NULL,0,0,5,1619809583
2513,60,7.2,NULL,0,0,5,1619809584
1732,30,3.6,NULL,0,0,5,1619809586
2183,0,0,NULL,0,0,4,1619836989
2183,0,0,NULL,0,0,1,1619837017
2183,0,0,NULL,0,0,4,1619837232
2183,0,0,NULL,0,0,1,1619837259
2183,0,0,NULL,0,0,4,1619838641
2183,0,0,NULL,0,0,1,1619838650
2183,20,2.4,NULL,0,0,4,1619838739
2183,0,0,NULL,0,0,1,1619838748
2183,0,0,NULL,0,0,8,1619838756
2183,33.07,3.97,NULL,0,0,4,1619838845
2183,33.07,3.97,NULL,0,0,4,1619839192
2183,41.14,4.94,NULL,0,0,4,1619839269
2183,33.07,3.97,NULL,0,0,4,1619839336
2183,1.07,0.13,NULL,0,0,6,1619839342
2183,33.07,3.97,NULL,0,0,4,1619839383
2183,9.14,1.1,NULL,0,0,6,1619839391
2183,33.07,3.97,NULL,0,0,4,1619839426
2183,41.14,4.94,NULL,0,0,4,1619839489
2183,33.07,3.97,NULL,0,0,4,1619839575
2183,20,2.4,NULL,0,0,4,1619839628
2183,0,0,NULL,0,0,1,1619839636
2183,0,0,NULL,0,0,8,1619839645
2183,20,2.4,NULL,0,0,4,1619839692
2183,0,0,NULL,0,0,8,1619839698
2183,33.07,3.97,NULL,0,0,4,1619839887
2183,28.29,3.4,NULL,0,0,4,1619839988
2183,22.73,2.73,NULL,0,0,4,1619840120
2183,11.07,1.33,NULL,0,0,6,1619840127
2183,22.73,2.73,NULL,0,0,4,1619840209
2183,11.07,1.33,NULL,0,0,6,1619840215
2183,22.73,2.73,NULL,0,0,4,1619840331
2183,11.07,1.33,NULL,0,0,6,1619840336
2183,22.73,2.73,NULL,0,0,4,1619840388
2183,22.73,2.73,NULL,0,0,4,1619840441
2183,6.29,0.76,NULL,0,0,6,1619840447
2183,1,0.12,NULL,21.73,2.61,4,1619840892
2183,0,0,NULL,6.29,0.76,6,1619840911
2183,32,3.84,NULL,0,0,4,1619841935
2183,22,2.64,NULL,0,0,4,1619842050
2183,10.71,1.29,NULL,0,0,6,1619842058
2183,32,3.84,NULL,0,0,4,1619842220
2183,25.14,3.02,NULL,0,0,4,1619842334
2183,22,2.64,NULL,0,0,4,1619842680
2183,3.85,0.46,NULL,0,0,6,1619842686
2183,22,2.64,NULL,0,0,4,1619842740
2183,3.85,0.46,NULL,0,0,6,1619842746
2183,22,2.64,NULL,0,0,4,1619842839
2183,10.71,1.29,NULL,0,0,6,1619842845
2183,22,2.64,NULL,0,0,4,1619843006
2183,10.71,1.29,NULL,0,0,6,1619843011
2183,22,2.64,NULL,0,0,4,1619843067
2183,3.85,0.46,NULL,0,0,6,1619843073
2183,22,2.64,NULL,0,0,4,1619843127
2183,3.85,0.46,NULL,0,0,6,1619843133
2183,22,2.64,NULL,0,0,4,1619843220
2183,3.85,0.46,NULL,0,0,6,1619843227
2183,32,3.84,NULL,0,0,4,1619843417
2183,32,3.84,NULL,0,0,4,1619843561
2183,32,3.84,NULL,0,0,4,1619843677
2183,32,3.84,NULL,0,0,4,1619844413
2183,25.14,3.02,NULL,0,0,4,1619844647
2183,62.86,7.54,NULL,0,0,4,1619844850
2183,62.86,7.54,NULL,0,0,4,1619844999
2183,22,2.64,NULL,0,0,4,1619845099
2183,22,2.64,NULL,0,0,4,1619845160
2183,22,2.64,NULL,0,0,4,1619845259
2183,77,9.24,NULL,0,0,4,1619845378
2183,12,1.44,NULL,0,0,4,1619845588
2183,13.53,1.62,NULL,0,0,6,1619845594
2183,12,1.44,NULL,0,0,4,1619845647
2183,43.39,5.21,NULL,0,0,6,1619845655
2183,25.14,3.02,NULL,0,0,4,1619845753
2183,55,6.6,NULL,0,0,4,1619845878
2183,55,6.6,NULL,0,0,4,1619846555
2183,55,6.6,NULL,0,0,4,1619851259
2183,55,6.6,NULL,0,0,4,1619853247
2183,55,6.6,NULL,0,0,4,1619853334
2183,55,6.6,NULL,0,0,4,1619853710
2183,55,6.6,NULL,0,0,4,1619853820
2183,25.14,3.02,NULL,0,0,4,1619853908
2183,12,1.44,NULL,0,0,4,1619854077
2183,12,1.44,NULL,0,0,4,1619854185
2183,20,2.4,NULL,0,0,4,1619854300
2183,0,0,NULL,0,0,1,1619854308
2183,0,0,NULL,0,0,8,1619854316
2183,20,2.4,NULL,0,0,4,1619854362
2183,0,0,NULL,0,0,8,1619854367
2183,55,6.6,NULL,0,0,4,1619855026
2183,567,0,NULL,0,0,4,1619855345
2183,0,0,NULL,0,0,1,1619855360
2183,80,9.6,NULL,0,0,4,1619855608
2183,0,0,NULL,0,0,1,1619855618
2183,85,10.2,NULL,0,0,4,1619855752
2183,0,0,NULL,0,0,4,1619855903
2183,0,0,NULL,0,0,1,1619855915
2183,20,2.4,NULL,0,0,4,1619856003
2183,0,0,NULL,0,0,1,1619856013
2183,0,0,NULL,0,0,8,1619856024
2183,567,68.04,NULL,0,0,4,1619856108
2183,25.14,3.02,NULL,0,0,4,1619856198
2183,121,14.52,NULL,0,0,4,1619856272
2183,449.9,53.99,NULL,0,0,6,1619856281
2183,80,9.6,NULL,0,0,4,1619856676
2183,0,0,NULL,0,0,1,1619856687
2183,24,2.88,NULL,0,0,4,1619856779
2183,0,0,NULL,0,0,1,1619856785
2183,85,10.2,NULL,0,0,4,1619856889
2183,0,0,NULL,0,0,4,1619857004
2183,0,0,NULL,0,0,1,1619857015
2183,20,2.4,NULL,0,0,4,1619857091
2183,0,0,NULL,0,0,1,1619857100
2183,0,0,NULL,0,0,8,1619857109
2183,567,68.04,NULL,0,0,4,1619857167
2183,25.14,3.02,NULL,0,0,4,1619857247
2183,121,14.52,NULL,0,0,4,1619857311
2183,449.9,53.99,NULL,0,0,6,1619857316
2183,121,14.52,NULL,0,0,4,1619857361
2183,0,0,NULL,0,0,6,1619857364
2183,567,68.04,NULL,0,0,4,1619857404
2183,25.14,3.02,NULL,0,0,4,1619857455
2183,121,14.52,NULL,0,0,4,1619857540
2183,20,2.4,NULL,0,0,4,1619857607
2183,0,0,NULL,0,0,1,1619857619
2183,0,0,NULL,0,0,8,1619857630
2183,20,2.4,NULL,0,0,4,1619857680
2183,0,0,NULL,0,0,8,1619857687
2183,11,0,NULL,0,0,4,1619857745
2183,0,0,NULL,0,0,1,1619857758
2183,11,1.32,NULL,0,0,4,1619857972
2183,25.14,3.02,NULL,0,0,4,1619858099
2183,37.72,4.53,NULL,0,0,4,1619858198
2183,33,3.96,NULL,0,0,4,1619858262
2183,12.57,1.51,NULL,0,0,4,1619858362
2183,80,9.6,NULL,0,0,4,1619864971
2183,0,0,NULL,0,0,1,1619864979
2183,85,10.2,NULL,0,0,4,1619865759
2183,24,2.88,NULL,0,0,4,1619865886
2183,0,0,NULL,0,0,1,1619865894
1043,10,1.2,NULL,0,0,5,1619895613
1043,10,1.2,NULL,0,0,5,1619895614
1023,12,1.44,NULL,0,0,5,1619895615
1048,10,1.2,NULL,0,0,5,1619895617
1048,10,1.2,NULL,0,0,5,1619895619
1048,10,1.2,NULL,0,0,5,1619895620
1010,15,1.8,NULL,0,0,5,1619895622
1041,10,1.2,NULL,0,0,5,1619895624
1527,234,28.08,NULL,0,0,5,1619895627
1541,10,1.2,NULL,0,0,5,1619895628
1541,10,1.2,NULL,0,0,5,1619895632
1541,10,1.2,NULL,0,0,5,1619895634
1052,10,1.2,NULL,0,0,5,1619895634
1617,33,3.96,NULL,0,0,5,1619895636
1658,10,1.2,NULL,0,0,5,1619895638
1062,80,6.4,NULL,0,0,5,1619895640
1513,10,0.8,NULL,0,0,5,1619895642
1052,10,1.2,NULL,0,0,5,1619895644
1052,10,1.2,NULL,0,0,5,1619895647
1617,33,3.96,NULL,0,0,5,1619895648
1034,19,2.28,NULL,0,0,5,1619895652
1034,19,2.28,NULL,0,0,5,1619895654
1052,10,1.2,NULL,0,0,5,1619895655
1402,34,4.08,NULL,0,0,5,1619895656
1871,15,1.8,NULL,0,0,5,1619895658
1868,20,2.4,NULL,0,0,5,1619895659
1958,20,1.6,NULL,0,0,5,1619895661
1539,20,2.4,NULL,0,0,5,1619895663
1972,10,0.8,NULL,0,0,5,1619895665
2021,10,1.2,NULL,0,0,5,1619895666
2075,10,1.2,NULL,0,0,5,1619895670
2075,10,1.2,NULL,0,0,5,1619895672
1866,10,1.2,NULL,0,0,5,1619895674
1869,12,1.44,NULL,0,0,5,1619895675
1869,12,1.44,NULL,0,0,5,1619895676
1869,12,1.44,NULL,0,0,5,1619895678
1402,34,4.08,NULL,0,0,5,1619895679
1015,99,11.88,NULL,0,0,5,1619895680
1729,20,2.4,NULL,0,0,5,1619895683
2407,11,1.32,NULL,0,0,5,1619895685
2407,11,1.32,NULL,0,0,5,1619895689
2183,6.03,0.72,NULL,23,2.76,5,1619895691
2183,49,5.88,NULL,0,0,5,1619895692
2183,49,5.88,NULL,0,0,5,1619895694
2183,49,5.88,NULL,0,0,5,1619895698
2183,87.1,10.45,NULL,0,0,5,1619895699
2183,87.1,10.45,NULL,0,0,5,1619895701
2183,87.1,10.45,NULL,0,0,5,1619895703
2183,29.03,3.48,NULL,0,0,5,1619895705
2183,49,5.88,NULL,0,0,5,1619895706
2183,49,5.88,NULL,0,0,5,1619895710
2183,49,5.88,NULL,0,0,5,1619895712
2183,49,5.88,NULL,0,0,5,1619895715
2183,49,5.88,NULL,0,0,5,1619895715
2183,49,5.88,NULL,0,0,5,1619895717
2183,49,5.88,NULL,0,0,5,1619895719
2183,49,5.88,NULL,0,0,5,1619895721
2183,49,5.88,NULL,0,0,5,1619895723
2183,87.1,10.45,NULL,0,0,5,1619895725
2183,87.1,10.45,NULL,0,0,5,1619895728
2183,87.1,10.45,NULL,0,0,5,1619895732
2183,87.1,10.45,NULL,0,0,5,1619895733
2183,49,5.88,NULL,0,0,5,1619895735
2183,49,5.88,NULL,0,0,5,1619895736
2183,49,5.88,NULL,0,0,5,1619895738
2183,49,5.88,NULL,0,0,5,1619895740
2183,41.61,4.99,NULL,0,0,5,1619895742
2183,41.61,4.99,NULL,0,0,5,1619895744
2183,44,5.28,NULL,0,0,5,1619895747
2691,20,2.4,NULL,0,0,5,1619895749
2183,44,5.28,NULL,0,0,5,1619895753
2183,44,5.28,NULL,0,0,5,1619895755
2183,44,5.28,NULL,0,0,5,1619895756
2183,44,5.28,NULL,0,0,5,1619895760
2183,44,5.28,NULL,0,0,5,1619895761
2183,44,5.28,NULL,0,0,5,1619895763
2183,56,6.72,NULL,0,0,5,1619895764
2183,44,5.28,NULL,0,0,5,1619895765
2183,44,5.28,NULL,0,0,5,1619895766
2183,44,5.28,NULL,0,0,5,1619895768
2183,44,5.28,NULL,0,0,5,1619895771
2183,44,5.28,NULL,0,0,5,1619895773
2183,57,6.84,NULL,0,0,5,1619895774
2183,57,6.84,NULL,0,0,5,1619895776
2183,54,6.48,NULL,0,0,5,1619895777
1276,10,1.2,NULL,0,0,5,1619895778
1012,30,3.6,NULL,0,0,5,1619895779
2183,74.84,8.98,NULL,0,0,4,1620023990
2183,21,2.52,NULL,0,0,4,1620024060
2183,0,0,NULL,0,0,1,1620024082
2183,0,0,NULL,0,0,4,1620024240
2183,0,0,NULL,0,0,1,1620024256
2183,20,2.4,NULL,0,0,4,1620024349
2183,0,0,NULL,0,0,1,1620024359
2183,0,0,NULL,0,0,8,1620024370
2183,20.58,2.47,NULL,0,0,4,1620024432
2183,98,11.76,NULL,0,0,4,1620024528
2183,41.16,4.94,NULL,0,0,4,1620024597
2183,0,0,NULL,0,0,6,1620024602
2183,41.16,4.94,NULL,0,0,4,1620024648
2183,58.26,6.99,NULL,0,0,6,1620024656
2183,20.58,2.47,NULL,0,0,4,1620024708
2183,98,11.76,NULL,0,0,4,1620024797
2183,41.16,4.94,NULL,0,0,4,1620024895
2183,20,2.4,NULL,0,0,4,1620025006
2183,0,0,NULL,0,0,1,1620025019
2183,0,0,NULL,0,0,8,1620025031
2183,20,2.4,NULL,0,0,4,1620025086
2183,0,0,NULL,0,0,8,1620025092
2183,22,0,NULL,0,0,4,1620025161
2183,0,0,NULL,0,0,1,1620025176
2183,74.84,8.98,NULL,0,0,4,1620025366
2183,0,0,NULL,0,0,1,1620025375
2183,79.52,9.54,NULL,0,0,4,1620025517
2183,20,2.4,NULL,0,0,4,1620025661
2183,0,0,NULL,0,0,1,1620025669
2183,0,0,NULL,0,0,8,1620025677
2183,20,2.4,NULL,0,0,4,1620025790
2183,0,0,NULL,0,0,1,1620025810
2183,0,0,NULL,0,0,8,1620025820
2183,20,2.4,NULL,0,0,4,1620025945
2183,0,0,NULL,0,0,1,1620025957
2183,0,0,NULL,0,0,8,1620025966
1973,0,0,NULL,0,0,1,1620027059
2183,98,11.76,NULL,0,0,4,1620033798
2183,991,118.92,NULL,0,0,4,1620033898
2183,20.58,2.47,NULL,0,0,4,1620033961
2183,838,100.56,NULL,0,0,4,1620034067
2183,41.16,4.94,NULL,0,0,4,1620034180
2183,74.84,8.98,NULL,0,0,4,1620035911
2183,0,0,NULL,0,0,1,1620035916
2183,180.55,21.67,NULL,0,0,4,1620036570
0,5,0,NULL,0,0,7,1620037969
2515,0,0,1620038312,0,0,1,1620038032
2407,0,0,NULL,0,0,1,1620041500
2513,1,0.12,NULL,13,1.56,4,1620049303
1402,1.78,0.21,NULL,45,5.4,4,1620049735
0,5,0,NULL,0,0,7,1620117991
2183,0,0,NULL,0,0,4,1620119666
2183,0,0,NULL,0,0,1,1620119698
2183,20,2.4,NULL,0,0,4,1620119803
2183,0,0,NULL,0,0,1,1620119818
2183,0,0,NULL,0,0,8,1620119832
1972,10,0.8,NULL,0,0,4,1620119897
2183,424.52,50.94,NULL,0,0,4,1620119912
2183,678.32,81.4,NULL,0,0,4,1620120007
2183,0,0,NULL,0,0,6,1620120012
2183,678.32,81.4,NULL,0,0,4,1620120062
2183,0,0,NULL,0,0,6,1620120069
2183,424.52,50.94,NULL,0,0,4,1620120108
2183,678.32,81.4,NULL,0,0,4,1620120207
2183,20,2.4,NULL,0,0,4,1620120272
2183,0,0,NULL,0,0,1,1620120286
2183,0,0,NULL,0,0,8,1620120302
2183,20,2.4,NULL,0,0,4,1620120360
2183,0,0,NULL,0,0,8,1620120371
1972,19.1,2.29,NULL,8,0.96,4,1620120373
1972,1.87,0.23,NULL,26.13,3.14,4,1620120455
2183,1,0.12,NULL,71.26,8.55,4,1620120537
2183,72.26,8.67,NULL,0,0,4,1620120808
2183,0,0,NULL,0,0,1,1620120815
2183,21,2.52,NULL,0,0,4,1620120918
2183,0,0,NULL,0,0,1,1620120926
1539,0,0,NULL,0,0,1,1620121654
2183,72.26,8.67,NULL,0,0,4,1620128928
2183,0,0,NULL,0,0,1,1620128935
2183,21,2.52,NULL,0,0,4,1620129026
2183,0,0,NULL,0,0,1,1620129033
2183,21,2.52,NULL,0,0,4,1620129207
2183,0,0,NULL,0,0,1,1620129213
2183,1,0.12,NULL,20,2.4,4,1620129520
1972,1,0.12,NULL,27,3.24,4,1620129886
2183,72.26,8.67,NULL,0,0,4,1620129902
2183,0,0,NULL,0,0,1,1620129911
1972,1,0.12,NULL,27,3.24,4,1620130195
1359,0,0,NULL,0,0,1,1620132763
1359,0,0,NULL,0,0,1,1620132883
1359,0,0,NULL,0,0,1,1620133146
2691,0,0,NULL,10,0,1,1620133240
2691,3,0,NULL,7,0,1,1620133255
2691,41.59,4.99,NULL,3.57,0.43,4,1620133261
2691,0,0,NULL,0,0,1,1620133261
2691,10,0,NULL,0,0,1,1620133287
2183,76.78,9.21,NULL,0,0,4,1620133755
1973,0,0,NULL,0,0,1,1620137076
1973,0,0,NULL,0,0,1,1620137171
1276,18.07,2.17,NULL,0,0,4,1620138721
2515,3.34,0.4,NULL,10.66,1.28,4,1620142952
2515,20,2.4,NULL,8,0.96,4,1620143873
2515,0,0,NULL,0,0,6,1620143892
2515,28,3.36,NULL,0,0,4,1620144248
2515,73,8.76,NULL,0,0,6,1620144287
1973,0,0,NULL,0,0,1,1620187708
0,10,0,NULL,0,0,7,1620187729
1539,29.48,3.54,NULL,1,0.12,4,1620193091
1972,29,2.32,NULL,26,2.08,4,1620195168
2183,33,3.96,NULL,0,0,4,1620195413
2183,0,0,NULL,0,0,1,1620195431
2183,69.68,8.36,NULL,0,0,4,1620195849
2183,0,0,NULL,0,0,1,1620195854
2183,74.03,8.88,NULL,0,0,4,1620195958
2691,0,0,NULL,10,0,1,1620197996
2691,10,1.2,1620198498,0,0,1,1620198153
2691,0,0,NULL,0,0,1,1620198565
2691,10,0,NULL,0,0,1,1620198661
2183,14.04,1.69,NULL,20.8,2.5,4,1620200116
1524,0,0,1620200643,0,0,1,1620200168
2515,0,0,NULL,0,0,1,1620200714
2515,42.86,5.14,1620206130,57.14,6.86,1,1620200878
1524,0,0,NULL,0,0,1,1620201020
1524,0,0,NULL,0,0,1,1620201660
0,10,0,NULL,0,0,7,1620202836
2150,0,0,NULL,0,0,1,1620202837
1973,0,0,NULL,0,0,1,1620202897
2183,74.03,8.88,NULL,0,0,4,1620202906
2181,30,0,NULL,0,0,1,1620202928
2183,20,2.4,NULL,0,0,4,1620203134
2183,0,0,NULL,0,0,1,1620203146
2183,0,0,NULL,0,0,8,1620203159
2183,52.26,6.27,NULL,0,0,4,1620203235
2183,33,3.96,NULL,0,0,4,1620203321
2183,34.84,4.18,NULL,0,0,4,1620203386
2183,18.71,2.25,NULL,0,0,6,1620203392
2183,34.84,4.18,NULL,0,0,4,1620203430
2183,0,0,NULL,0,0,6,1620203439
2183,52.26,6.27,NULL,0,0,4,1620203480
2183,33,3.96,NULL,0,0,4,1620203537
2183,34.84,4.18,NULL,0,0,4,1620203595
2183,20,2.4,NULL,0,0,4,1620203685
2183,0,0,NULL,0,0,1,1620203699
2183,0,0,NULL,0,0,8,1620203709
2183,20,2.4,NULL,0,0,4,1620203758
2183,0,0,NULL,0,0,8,1620203765
2515,50,6,1620206130,50,6,1,1620203922
1524,0,0,NULL,0,0,1,1620204778
2515,100,0,NULL,0,0,1,1620205279
0,10,0,NULL,0,0,7,1620205391
2150,0,0,NULL,0,0,1,1620205494
2515,100,12,1620207346,0,0,1,1620206416
2515,0,0,1620208195,0,0,1,1620206954
2515,11,1.32,NULL,0,0,4,1620206955
2183,80,0,NULL,0,0,4,1620206955
2183,0,0,NULL,0,0,1,1620206971
2183,69.68,8.36,NULL,0,0,4,1620207164
2183,0,0,NULL,0,0,1,1620207171
2183,33,3.96,NULL,0,0,4,1620207309
2183,0,0,NULL,0,0,1,1620207317
2183,0,0,NULL,0,0,4,1620207479
2183,0,0,NULL,0,0,1,1620207509
2515,11,1.32,NULL,0,0,4,1620207802
2515,0,0,1620208195,0,0,1,1620207861
1524,0,0,NULL,0,0,1,1620208018
2515,0,0,1620213790,0,0,1,1620209203
2515,10,1.2,1620212387,0,0,2,1620212387
2515,0,0,1620213790,0,0,1,1620212421
1539,20.48,2.46,NULL,10,1.2,4,1620212547
1539,0,0,1620213280,0,0,1,1620212547
1539,0,0,1620213280,0,0,1,1620212590
1539,10,1.2,1620213280,0,0,1,1620212818
1539,10,1.2,1620213280,0,0,1,1620212821
2515,0,0,1620213790,0,0,1,1620213593
1276,10,0,NULL,0,0,1,1620214418
1524,0,0,NULL,0,0,1,1620216262
2691,0,0,1620222759,10,1.2,1,1620222550
0,10,0,NULL,0,0,7,1620229200
0,10,0,NULL,0,0,7,1620231761
0,10,0,NULL,0,0,7,1620264462
2150,0,0,NULL,0,0,1,1620264900
2183,20,2.4,NULL,0,0,4,1620265436
2183,276.1,33.13,NULL,0,0,4,1620265616
0,10,0,NULL,0,0,7,1620266188
2150,0,0,NULL,0,0,1,1620266747
2181,30,0,NULL,0,0,1,1620267025
2183,20,2.4,NULL,0,0,4,1620267422
2183,0,0,NULL,0,0,1,1620267439
2183,0,0,NULL,0,0,8,1620267453
2183,276.1,33.13,NULL,0,0,4,1620267531
2183,944.43,113.33,NULL,0,0,4,1620267613
2183,713.32,85.6,NULL,0,0,4,1620267682
2183,0,0,NULL,0,0,6,1620267688
2183,713.32,85.6,NULL,0,0,4,1620267743
2183,257.53,30.9,NULL,0,0,6,1620267750
2183,276.1,33.13,NULL,0,0,4,1620267801
2183,944.43,113.33,NULL,0,0,4,1620267849
2183,713.32,85.6,NULL,0,0,4,1620267902
2183,20,2.4,NULL,0,0,4,1620267989
2183,0,0,NULL,0,0,1,1620268006
2183,0,0,NULL,0,0,8,1620268015
2183,20,2.4,NULL,0,0,4,1620268067
2183,0,0,NULL,0,0,8,1620268074
2183,80,0,NULL,0,0,4,1620268138
2183,0,0,NULL,0,0,1,1620268155
0,10,0,NULL,0,0,7,1620272677
2150,0,0,NULL,0,0,1,1620272954
2150,0,0,NULL,0,0,1,1620273018
2150,0,0,NULL,0,0,1,1620273060
2181,30,0,NULL,0,0,1,1620273118
2150,0,0,NULL,0,0,1,1620273120
2181,30,0,NULL,0,0,1,1620273218
2183,20,2.4,NULL,0,0,4,1620273257
2183,0,0,NULL,0,0,1,1620273265
2183,0,0,NULL,0,0,8,1620273273
2183,276.1,33.13,NULL,0,0,4,1620273318
2183,944.43,113.33,NULL,0,0,4,1620273375
2183,713.32,85.6,NULL,0,0,4,1620273428
2183,0,0,NULL,0,0,6,1620273433
2183,20,2.4,NULL,0,0,4,1620273452
2183,0,0,NULL,0,0,1,1620273460
2183,0,0,NULL,0,0,8,1620273469
2183,713.32,85.6,NULL,0,0,4,1620273469
2183,257.53,30.9,NULL,0,0,6,1620273477
2183,276.1,33.13,NULL,0,0,4,1620273523
2183,276.1,33.13,NULL,0,0,4,1620273523
2183,944.43,113.33,NULL,0,0,4,1620273556
2183,944.43,113.33,NULL,0,0,4,1620273593
2183,713.32,85.6,NULL,0,0,4,1620273597
2183,686.9,82.43,NULL,0,0,4,1620273644
2183,0,0,NULL,0,0,6,1620273648
2183,20,2.4,NULL,0,0,4,1620273669
2183,0,0,NULL,0,0,1,1620273678
2183,0,0,NULL,0,0,8,1620273686
2183,686.9,82.43,NULL,0,0,4,1620273687
2183,198.09,23.77,NULL,0,0,6,1620273693
2183,20,2.4,NULL,0,0,4,1620273729
2183,265.87,31.91,NULL,0,0,4,1620273731
2183,0,0,NULL,0,0,8,1620273734
2183,858.57,103.03,NULL,0,0,4,1620273773
2183,80,0,NULL,0,0,4,1620273787
2183,0,0,NULL,0,0,1,1620273796
2183,686.9,82.43,NULL,0,0,4,1620273814
2183,20,2.4,NULL,0,0,4,1620273891
2183,80,0,NULL,0,0,4,1620273934
2183,0,0,NULL,0,0,1,1620273946
2183,67.1,8.05,NULL,0,0,4,1620273961
2183,0,0,NULL,0,0,1,1620273968
2150,0,0,NULL,0,0,1,1620274009
0,10,0,NULL,0,0,7,1620274016
2150,0,0,NULL,0,0,1,1620274061
2183,0,0,NULL,0,0,1,1620274079
2183,30,3.6,NULL,0,0,4,1620274079
2181,30,0,NULL,0,0,1,1620274136
2183,20,2.4,NULL,0,0,4,1620274259
2183,0,0,NULL,0,0,1,1620274268
2183,0,0,NULL,0,0,8,1620274275
2183,67.1,8.05,NULL,0,0,4,1620276821
2183,0,0,NULL,0,0,1,1620276829
2150,0,0,NULL,0,0,1,1620276833
0,10,0,NULL,0,0,7,1620276856
2150,0,0,NULL,0,0,1,1620276884
2183,30,3.6,NULL,0,0,4,1620276930
2183,0,0,NULL,0,0,1,1620276936
2181,30,0,NULL,0,0,1,1620276964
2183,20,2.4,NULL,0,0,4,1620277120
2183,0,0,NULL,0,0,1,1620277128
2183,0,0,NULL,0,0,8,1620277136
2183,265.87,31.91,NULL,0,0,4,1620277190
2183,858.57,103.03,NULL,0,0,4,1620277260
2183,686.9,82.43,NULL,0,0,4,1620277308
2183,0,0,NULL,0,0,6,1620277312
2183,686.9,82.43,NULL,0,0,4,1620277351
2183,198.09,23.77,NULL,0,0,6,1620277358
2183,265.87,31.91,NULL,0,0,4,1620277395
2183,858.57,103.03,NULL,0,0,4,1620277437
2183,686.9,82.43,NULL,0,0,4,1620277477
2183,20,2.4,NULL,0,0,4,1620277551
2183,0,0,NULL,0,0,1,1620277561
2183,0,0,NULL,0,0,8,1620277569
